Date,MTUM,VTV,VEU,VWO,VCIT,VGLT,BNDX,VTIP,DBC,IAU,VNQ
2021-09-16 00:00:00,167.52119331359864,128.29545146942138,59.417335777282716,50.713170852661136,91.78068725585938,86.45862503051758,55.38250707626343,48.540650081634524,17.427800040245057,34.618200073242186,92.74638431549073
2021-09-17 00:00:00,167.64608848571777,128.4093613052368,59.45206356048584,50.73019258499146,91.78236557006836,86.4388327407837,55.380252037048336,48.553078193664554,17.455900044441222,34.61200006484985,92.86189434051514
2021-09-20 00:00:00,167.75085472106935,128.50966323852538,59.479925365448,50.74051328659058,91.78535675048828,86.42787857055664,55.37872129440308,48.565133228302,17.482550048828124,34.60570007324219,92.97740886688233
2021-09-21 00:00:00,167.85325073242188,128.60715286254882,59.5092328453064,50.75049264907837,91.78729545593262,86.41275871276855,55.3763755607605,48.576863040924074,17.509200048446655,34.5990500831604,93.08981075286866
2021-09-22 00:00:00,167.96636238098145,128.70330066680907,59.5383567237854,50.762418022155764,91.79062648773193,86.40671772003174,55.37441434860229,48.587750663757326,17.536650052070616,34.592100086212156,93.20107913970948
2021-09-23 00:00:00,168.0907940673828,128.81212772369383,59.571824398040775,50.77551950454712,91.79148151397705,86.38722354888915,55.370864372253415,48.59854646682739,17.565600051879883,34.58075008392334,93.31487071990966
2021-09-24 00:00:00,168.2135262298584,128.91922885894775,59.6018514251709,50.78520545959473,91.79218322753906,86.36181415557861,55.366255836486815,48.60924877166748,17.594900050163268,34.56870008468628,93.42453399658203
2021-09-27 00:00:00,168.35780166625977,129.0292274093628,59.632987880706786,50.79899557113647,91.79330165863037,86.33608688354492,55.36164611816406,48.62023237228394,17.625500054359435,34.55980009078979,93.52979988098144
2021-09-28 00:00:00,168.47173973083497,129.13363193511964,59.656809883117674,50.806729774475095,91.7908420944214,86.30010135650635,55.3558828163147,48.63107778549195,17.654250059127808,34.54970008850098,93.63338798522949
2021-09-29 00:00:00,168.57996421813965,129.24217792510987,59.680607318878174,50.81408613204956,91.78848346710205,86.26326122283936,55.34988172531128,48.64201751708984,17.68330005645752,34.53855007171631,93.74112358093262
2021-09-30 00:00:00,168.67370971679688,129.34586235046388,59.7043490600586,50.82397169113159,91.78549552917481,86.22777477264404,55.344021472930905,48.65281742095947,17.712800059318543,34.53120006561279,93.84223705291748
2021-10-01 00:00:00,168.76891838073732,129.44948802948,59.725925788879394,50.83179866790771,91.78409404754639,86.19671772003174,55.33858665466309,48.66388271331787,17.743100061416627,34.52175006866455,93.94226997375489
2021-10-04 00:00:00,168.84850219726562,129.55142234802247,59.743533840179445,50.83494968414307,91.7823968887329,86.16593463897705,55.333340358734134,48.67476594924927,17.77465006351471,34.51220006942749,94.04192817687988
